,prompt,filename
103,"Appetizer Cured Arctic char with dill cream, cucumber, and rye crisps, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Sigurjón_Ólafsson-Nordic_Haven-Appetizer-Cured_Arctic_char_with_dill_cream,_cucumber,_and_rye_crisps.jpg"
104,"Soup Wild mushroom and barley soup with smoked skyr and toasted hazelnuts, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Sigurjón_Ólafsson-Nordic_Haven-Soup-Wild_mushroom_and_barley_soup_with_smoked_skyr_and_toasted_hazelnuts.jpg
105,"Fish Pan-roasted cod with foraged seaweed, leeks, and mussel emulsion, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Sigurjón_Ólafsson-Nordic_Haven-Fish-Pan-roasted_cod_with_foraged_seaweed,_leeks,_and_mussel_emulsion.jpg"
106,"Meat Roasted Icelandic lamb loin with fermented root vegetables and juniper jus, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Sigurjón_Ólafsson-Nordic_Haven-Meat-Roasted_Icelandic_lamb_loin_with_fermented_root_vegetables_and_juniper_jus.jpg
107,"Cheese Selection of Icelandic artisanal cheeses with cloudberry compote and seed crackers, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Sigurjón_Ólafsson-Nordic_Haven-Cheese-Selection_of_Icelandic_artisanal_cheeses_with_cloudberry_compote_and_seed_crackers.jpg
108,"Dessert Birch syrup and caramelized skyr mousse with blueberry sorbet, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Sigurjón_Ólafsson-Nordic_Haven-Dessert-Birch_syrup_and_caramelized_skyr_mousse_with_blueberry_sorbet.jpg
109,"Amuse-Bouche Parmesan and balsamic pearls on a crispy rosemary cracker, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessio_Bianchi-La_Dolce_Vita-Amuse-Bouche-Parmesan_and_balsamic_pearls_on_a_crispy_rosemary_cracker.jpg
110,"Appetizer Deconstructed caprese salad with buffalo mozzarella foam and tomato essence, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessio_Bianchi-La_Dolce_Vita-Appetizer-Deconstructed_caprese_salad_with_buffalo_mozzarella_foam_and_tomato_essence.jpg
111,"Soup Smooth artichoke soup with crispy pancetta and black truffle shavings, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessio_Bianchi-La_Dolce_Vita-Soup-Smooth_artichoke_soup_with_crispy_pancetta_and_black_truffle_shavings.jpg
112,"Pasta Agnolotti filled with slow-cooked ossobuco, saffron-infused béchamel, and gremolata, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alessio_Bianchi-La_Dolce_Vita-Pasta-Agnolotti_filled_with_slow-cooked_ossobuco,_saffron-infused_béchamel,_and_gremolata.jpg"
113,"Fish Pan-seared sea bass with fennel purée, orange segments, and caper-olive salsa, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alessio_Bianchi-La_Dolce_Vita-Fish-Pan-seared_sea_bass_with_fennel_purée,_orange_segments,_and_caper-olive_salsa.jpg"
114,"Meat Guinea fowl saltimbocca with sage, prosciutto, and Marsala wine reduction, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alessio_Bianchi-La_Dolce_Vita-Meat-Guinea_fowl_saltimbocca_with_sage,_prosciutto,_and_Marsala_wine_reduction.jpg"
115,"Cheese Assortment of Italian artisanal cheeses with fig marmalade and rosemary focaccia, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessio_Bianchi-La_Dolce_Vita-Cheese-Assortment_of_Italian_artisanal_cheeses_with_fig_marmalade_and_rosemary_focaccia.jpg
116,"Dessert Tiramisù semifreddo with coffee-soaked ladyfingers and cocoa nib tuile, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessio_Bianchi-La_Dolce_Vita-Dessert-Tiramisù_semifreddo_with_coffee-soaked_ladyfingers_and_cocoa_nib_tuile.jpg
117,"Amuse-Bouche Smoked island fish rillettes with pickled sea beans and crispy taro chips, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Luna_Martin-Island_Elysium-Amuse-Bouche-Smoked_island_fish_rillettes_with_pickled_sea_beans_and_crispy_taro_chips.jpg
118,"Appetizer Seared island octopus with preserved lemon, wild greens, and coconut aïoli, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Luna_Martin-Island_Elysium-Appetizer-Seared_island_octopus_with_preserved_lemon,_wild_greens,_and_coconut_aïoli.jpg"
119,"Soup Roasted root vegetable bisque with smoked paprika and crispy island yam, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Luna_Martin-Island_Elysium-Soup-Roasted_root_vegetable_bisque_with_smoked_paprika_and_crispy_island_yam.jpg
120,"Fish Grilled island catch with banana leaf, ginger-turmeric relish, and preserved mango, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Luna_Martin-Island_Elysium-Fish-Grilled_island_catch_with_banana_leaf,_ginger-turmeric_relish,_and_preserved_mango.jpg"
121,"Meat Island-raised pork tenderloin with tamarind glaze, breadfruit purée, and pickled pineapple, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Luna_Martin-Island_Elysium-Meat-Island-raised_pork_tenderloin_with_tamarind_glaze,_breadfruit_purée,_and_pickled_pineapple.jpg"
122,"Vegetarian Island-grown jackfruit and black bean stew with coconut rice and plantain chips, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Luna_Martin-Island_Elysium-Vegetarian-Island-grown_jackfruit_and_black_bean_stew_with_coconut_rice_and_plantain_chips.jpg
123,"Cheese Selection of island-made cheeses with spiced fruit chutney and cassava crackers, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Luna_Martin-Island_Elysium-Cheese-Selection_of_island-made_cheeses_with_spiced_fruit_chutney_and_cassava_crackers.jpg
124,"Dessert Island coconut and passion fruit panna cotta with hibiscus syrup, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Luna_Martin-Island_Elysium-Dessert-Island_coconut_and_passion_fruit_panna_cotta_with_hibiscus_syrup.jpg
125,"Amuse-Bouche Tuna tartare with yuzu, avocado, and sesame tuile, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Yuki_Morimoto-Le_Jardin_Zen-Amuse-Bouche-Tuna_tartare_with_yuzu,_avocado,_and_sesame_tuile.jpg"
126,"Cold Appetizer Sashimi-style scallops with beurre blanc and wakame salad, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Yuki_Morimoto-Le_Jardin_Zen-Cold_Appetizer-Sashimi-style_scallops_with_beurre_blanc_and_wakame_salad.jpg
127,"Hot Appetizer Grilled foie gras with dashi glaze and pickled daikon radish, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Yuki_Morimoto-Le_Jardin_Zen-Hot_Appetizer-Grilled_foie_gras_with_dashi_glaze_and_pickled_daikon_radish.jpg
128,"Soup Miso-infused French onion soup with comté cheese crouton, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Yuki_Morimoto-Le_Jardin_Zen-Soup-Miso-infused_French_onion_soup_with_comté_cheese_crouton.jpg
129,"Salad Salad Niçoise with seared tuna, quail egg, and yuzu-wasabi vinaigrette, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Yuki_Morimoto-Le_Jardin_Zen-Salad-Salad_Niçoise_with_seared_tuna,_quail_egg,_and_yuzu-wasabi_vinaigrette.jpg"
130,"Fish Baked cod with miso and mushroom duxelles, sautéed spinach, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Yuki_Morimoto-Le_Jardin_Zen-Fish-Baked_cod_with_miso_and_mushroom_duxelles,_sautéed_spinach.jpg"
131,"Meat Beef bourguignon with shiitake mushrooms, pearl onions, and soba noodles, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Yuki_Morimoto-Le_Jardin_Zen-Meat-Beef_bourguignon_with_shiitake_mushrooms,_pearl_onions,_and_soba_noodles.jpg"
132,"Vegetarian Daikon and carrot terrine with herbed tofu cream and ponzu sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Yuki_Morimoto-Le_Jardin_Zen-Vegetarian-Daikon_and_carrot_terrine_with_herbed_tofu_cream_and_ponzu_sauce.jpg
133,"Cheese Selection of French and Japanese artisanal cheeses with fruit compote and rice crackers, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Yuki_Morimoto-Le_Jardin_Zen-Cheese-Selection_of_French_and_Japanese_artisanal_cheeses_with_fruit_compote_and_rice_crackers.jpg
134,"Dessert Green tea crème brûlée with candied yuzu peel and almond sable, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Yuki_Morimoto-Le_Jardin_Zen-Dessert-Green_tea_crème_brûlée_with_candied_yuzu_peel_and_almond_sable.jpg
135,"Amuse-Bouche Mini blue corn sope with shredded beef and avocado cream, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Cielo_Azul-Amuse-Bouche-Mini_blue_corn_sope_with_shredded_beef_and_avocado_cream.jpg
136,"Appetizer Trio of ceviches: shrimp, tuna, and octopus, with avocado, serrano, and lime, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alejandro_Torres-Cielo_Azul-Appetizer-Trio_of_ceviches:_shrimp,_tuna,_and_octopus,_with_avocado,_serrano,_and_lime.jpg"
137,"Soup Roasted tomato and chili soup with crispy tortilla strips and queso fresco, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Cielo_Azul-Soup-Roasted_tomato_and_chili_soup_with_crispy_tortilla_strips_and_queso_fresco.jpg
138,"Fish Grilled red snapper with mango-pineapple salsa, black bean purée, and coconut rice, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alejandro_Torres-Cielo_Azul-Fish-Grilled_red_snapper_with_mango-pineapple_salsa,_black_bean_purée,_and_coconut_rice.jpg"
139,"Meat Slow-cooked lamb barbacoa with guajillo sauce, nopales, and handmade tortillas, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alejandro_Torres-Cielo_Azul-Meat-Slow-cooked_lamb_barbacoa_with_guajillo_sauce,_nopales,_and_handmade_tortillas.jpg"
140,"Cheese Selection of Mexican artisanal cheeses with jalapeño jam and corn crackers, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Cielo_Azul-Cheese-Selection_of_Mexican_artisanal_cheeses_with_jalapeño_jam_and_corn_crackers.jpg
141,"Dessert Chocolate tamal with cinnamon-spiced caramel and vanilla ice cream, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Cielo_Azul-Dessert-Chocolate_tamal_with_cinnamon-spiced_caramel_and_vanilla_ice_cream.jpg
142,"Amuse-Bouche Maryland crab cake with remoulade sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Samuel_Hughes-The_American_Tapestry-Amuse-Bouche-Maryland_crab_cake_with_remoulade_sauce.jpg
143,"Appetizer Louisiana gumbo with chicken, andouille sausage, and okra, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Samuel_Hughes-The_American_Tapestry-Appetizer-Louisiana_gumbo_with_chicken,_andouille_sausage,_and_okra.jpg"
144,"Salad California Cobb salad with avocado, bacon, blue cheese, and grilled chicken, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Samuel_Hughes-The_American_Tapestry-Salad-California_Cobb_salad_with_avocado,_bacon,_blue_cheese,_and_grilled_chicken.jpg"
145,"Fish New England clam chowder with sourdough bread, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Samuel_Hughes-The_American_Tapestry-Fish-New_England_clam_chowder_with_sourdough_bread.jpg
146,"Meat Texas smoked brisket with collard greens and cornbread, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Samuel_Hughes-The_American_Tapestry-Meat-Texas_smoked_brisket_with_collard_greens_and_cornbread.jpg
147,"Vegetarian Georgia peach and pecan salad with arugula, goat cheese, and honey-mustard vinaigrette, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Samuel_Hughes-The_American_Tapestry-Vegetarian-Georgia_peach_and_pecan_salad_with_arugula,_goat_cheese,_and_honey-mustard_vinaigrette.jpg"
148,"Dessert New York cheesecake with strawberry coulis, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Samuel_Hughes-The_American_Tapestry-Dessert-New_York_cheesecake_with_strawberry_coulis.jpg
149,"Amuse-Bouche Mango and passion fruit caviar with mint foam, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Francisco_Gomez-Lab_de_Sabores-Amuse-Bouche-Mango_and_passion_fruit_caviar_with_mint_foam.jpg
150,"Appetizer Deconstructed Spanish tortilla with potato espuma, onion gel, and egg yolk spheres, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Francisco_Gomez-Lab_de_Sabores-Appetizer-Deconstructed_Spanish_tortilla_with_potato_espuma,_onion_gel,_and_egg_yolk_spheres.jpg"
151,"Fish Sous-vide sea bass with fennel purée, dehydrated olives, and saffron air, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Francisco_Gomez-Lab_de_Sabores-Fish-Sous-vide_sea_bass_with_fennel_purée,_dehydrated_olives,_and_saffron_air.jpg"
152,"Meat 48-hour braised Iberian pork cheeks with porcini mushroom powder and red wine reduction, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Francisco_Gomez-Lab_de_Sabores-Meat-48-hour_braised_Iberian_pork_cheeks_with_porcini_mushroom_powder_and_red_wine_reduction.jpg
153,"Intermezzo Mojito sorbet with liquid nitrogen and mint sugar, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Francisco_Gomez-Lab_de_Sabores-Intermezzo-Mojito_sorbet_with_liquid_nitrogen_and_mint_sugar.jpg
154,"Cheese Manchego foam with quince gel and Marcona almond dust, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Francisco_Gomez-Lab_de_Sabores-Cheese-Manchego_foam_with_quince_gel_and_Marcona_almond_dust.jpg
155,"Dessert Chocolate textures: frozen chocolate mousse, chocolate soil, and warm chocolate foam, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Francisco_Gomez-Lab_de_Sabores-Dessert-Chocolate_textures:_frozen_chocolate_mousse,_chocolate_soil,_and_warm_chocolate_foam.jpg"
156,"Amuse-Bouche Ahi poke with avocado mousse and taro chip, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Kekoa_Mahi-Kai_'Olu-Amuse-Bouche-Ahi_poke_with_avocado_mousse_and_taro_chip.jpg
157,"Appetizer Kona lobster tail with coconut milk foam, hearts of palm, and lilikoi vinaigrette, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Kekoa_Mahi-Kai_'Olu-Appetizer-Kona_lobster_tail_with_coconut_milk_foam,_hearts_of_palm,_and_lilikoi_vinaigrette.jpg"
158,"Soup Chilled cucumber gazpacho with Kauai shrimp ceviche and pickled mango, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Kekoa_Mahi-Kai_'Olu-Soup-Chilled_cucumber_gazpacho_with_Kauai_shrimp_ceviche_and_pickled_mango.jpg
159,"Fish Pan-seared opah with sweet potato purée, bok choy, and macadamia nut brown butter, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Kekoa_Mahi-Kai_'Olu-Fish-Pan-seared_opah_with_sweet_potato_purée,_bok_choy,_and_macadamia_nut_brown_butter.jpg"
160,"Meat Kalua pork with pineapple relish, purple sweet potato mash, and ginger-guava glaze, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Kekoa_Mahi-Kai_'Olu-Meat-Kalua_pork_with_pineapple_relish,_purple_sweet_potato_mash,_and_ginger-guava_glaze.jpg"
161,"Salad Maui onion, watermelon radish, and baby greens salad with macadamia nut vinaigrette, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Kekoa_Mahi-Kai_'Olu-Salad-Maui_onion,_watermelon_radish,_and_baby_greens_salad_with_macadamia_nut_vinaigrette.jpg"
162,"Dessert Hawaiian chocolate lava cake with passion fruit coulis and macadamia nut ice cream, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Kekoa_Mahi-Kai_'Olu-Dessert-Hawaiian_chocolate_lava_cake_with_passion_fruit_coulis_and_macadamia_nut_ice_cream.jpg
163,"Amuse-Bouche Bánh bèo - Steamed rice cakes with shrimp and crispy shallots, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Minh_Truong-Sen_Vàng-Amuse-Bouche-Bánh_bèo_-_Steamed_rice_cakes_with_shrimp_and_crispy_shallots.jpg
164,"Appetizer Gỏi cuốn - Fresh spring rolls with prawns, herbs, and peanut dipping sauce, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Minh_Truong-Sen_Vàng-Appetizer-Gỏi_cuốn_-_Fresh_spring_rolls_with_prawns,_herbs,_and_peanut_dipping_sauce.jpg"
165,"Soup Phở tái - Beef pho with rare filet mignon, rice noodles, and aromatic herbs, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Minh_Truong-Sen_Vàng-Soup-Phở_tái_-_Beef_pho_with_rare_filet_mignon,_rice_noodles,_and_aromatic_herbs.jpg"
166,"Fish Cá kho tộ - Caramelized claypot fish with ginger, chili, and steamed jasmine rice, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Minh_Truong-Sen_Vàng-Fish-Cá_kho_tộ_-_Caramelized_claypot_fish_with_ginger,_chili,_and_steamed_jasmine_rice.jpg"
167,"Meat Bò lúc lắc - Shaking beef with garlic, watercress, and pickled onions, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Minh_Truong-Sen_Vàng-Meat-Bò_lúc_lắc_-_Shaking_beef_with_garlic,_watercress,_and_pickled_onions.jpg"
168,"Vegetarian Bánh xèo - Crispy Vietnamese crepe with tofu, bean sprouts, and nuoc cham, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Minh_Truong-Sen_Vàng-Vegetarian-Bánh_xèo_-_Crispy_Vietnamese_crepe_with_tofu,_bean_sprouts,_and_nuoc_cham.jpg"
169,"Dessert Chè chuối - Banana and tapioca pudding with coconut milk and toasted peanuts, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Minh_Truong-Sen_Vàng-Dessert-Chè_chuối_-_Banana_and_tapioca_pudding_with_coconut_milk_and_toasted_peanuts.jpg
170,"Amuse-Bouche Cashew cheese and beetroot tartlet with mint chutney, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Ravi_Desai-Sarvottam-Amuse-Bouche-Cashew_cheese_and_beetroot_tartlet_with_mint_chutney.jpg
171,"Appetizer Crispy chickpea flour pancakes with spiced potato filling and tamarind sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Ravi_Desai-Sarvottam-Appetizer-Crispy_chickpea_flour_pancakes_with_spiced_potato_filling_and_tamarind_sauce.jpg
172,"Soup Creamy tomato and coconut soup with curry leaf and toasted almonds, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Ravi_Desai-Sarvottam-Soup-Creamy_tomato_and_coconut_soup_with_curry_leaf_and_toasted_almonds.jpg
173,"Main Course 1 Jackfruit biryani with saffron-infused basmati rice and caramelized onions, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Ravi_Desai-Sarvottam-Main_Course_1-Jackfruit_biryani_with_saffron-infused_basmati_rice_and_caramelized_onions.jpg
174,"Main Course 2 Tandoori cauliflower steak with mint yogurt sauce and quinoa pilaf, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Ravi_Desai-Sarvottam-Main_Course_2-Tandoori_cauliflower_steak_with_mint_yogurt_sauce_and_quinoa_pilaf.jpg
175,"Salad Kale and roasted sweet potato salad with pomegranate seeds and tahini dressing, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Ravi_Desai-Sarvottam-Salad-Kale_and_roasted_sweet_potato_salad_with_pomegranate_seeds_and_tahini_dressing.jpg
176,"Dessert Coconut and cardamom rice pudding with mango coulis and candied pistachios, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Ravi_Desai-Sarvottam-Dessert-Coconut_and_cardamom_rice_pudding_with_mango_coulis_and_candied_pistachios.jpg
177,"Amuse-Bouche Mushroom and truffle pâté with toasted brioche and microgreens, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Amélie_Dubois-Le_Jardin_Végétal-Amuse-Bouche-Mushroom_and_truffle_pâté_with_toasted_brioche_and_microgreens.jpg
178,"Appetizer Heirloom tomato and vegan mozzarella salad with basil foam and aged balsamic, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Amélie_Dubois-Le_Jardin_Végétal-Appetizer-Heirloom_tomato_and_vegan_mozzarella_salad_with_basil_foam_and_aged_balsamic.jpg
179,"Soup Velouté of green asparagus with almond cream and crispy shallots, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Amélie_Dubois-Le_Jardin_Végétal-Soup-Velouté_of_green_asparagus_with_almond_cream_and_crispy_shallots.jpg
180,"Main Course 1 Artichoke barigoule with saffron quinoa and olive tapenade, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Amélie_Dubois-Le_Jardin_Végétal-Main_Course_1-Artichoke_barigoule_with_saffron_quinoa_and_olive_tapenade.jpg
181,"Main Course 2 Vegan cassoulet with smoked tempeh, white beans, and fresh thyme, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Amélie_Dubois-Le_Jardin_Végétal-Main_Course_2-Vegan_cassoulet_with_smoked_tempeh,_white_beans,_and_fresh_thyme.jpg"
182,"Salad Young spinach, shaved fennel, and roasted hazelnuts with champagne vinaigrette, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Amélie_Dubois-Le_Jardin_Végétal-Salad-Young_spinach,_shaved_fennel,_and_roasted_hazelnuts_with_champagne_vinaigrette.jpg"
183,"Dessert Vegan mille-feuille with raspberry compote and vanilla bean crème pâtissière, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Amélie_Dubois-Le_Jardin_Végétal-Dessert-Vegan_mille-feuille_with_raspberry_compote_and_vanilla_bean_crème_pâtissière.jpg
184,"Appetizer Seasonal vegetable and seaweed salad with yuzu dressing, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Takashi_Saito-Sushi_Zenkai-Appetizer-Seasonal_vegetable_and_seaweed_salad_with_yuzu_dressing.jpg
185,"Sashimi Chef's selection of five types of sashimi, including toro, yellowtail, and sea urchin, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Takashi_Saito-Sushi_Zenkai-Sashimi-Chef's_selection_of_five_types_of_sashimi,_including_toro,_yellowtail,_and_sea_urchin.jpg"
186,"Nigiri 1 Akami tuna nigiri with freshly grated wasabi, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Takashi_Saito-Sushi_Zenkai-Nigiri_1-Akami_tuna_nigiri_with_freshly_grated_wasabi.jpg
187,"Nigiri 2 Kohada (gizzard shad) nigiri with housemade soy glaze, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Takashi_Saito-Sushi_Zenkai-Nigiri_2-Kohada_(gizzard_shad)_nigiri_with_housemade_soy_glaze.jpg
188,"Nigiri 3 Botan ebi (sweet shrimp) nigiri with citrus-infused soy sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Takashi_Saito-Sushi_Zenkai-Nigiri_3-Botan_ebi_(sweet_shrimp)_nigiri_with_citrus-infused_soy_sauce.jpg
189,"Nigiri 4 Japanese scallop nigiri with sea salt and yuzu zest, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Takashi_Saito-Sushi_Zenkai-Nigiri_4-Japanese_scallop_nigiri_with_sea_salt_and_yuzu_zest.jpg
190,"Nigiri 5 A5 Wagyu beef nigiri with truffle shavings and black garlic sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Takashi_Saito-Sushi_Zenkai-Nigiri_5-A5_Wagyu_beef_nigiri_with_truffle_shavings_and_black_garlic_sauce.jpg
191,"Temaki Ikura (salmon roe) temaki with shiso leaf and crispy nori, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Takashi_Saito-Sushi_Zenkai-Temaki-Ikura_(salmon_roe)_temaki_with_shiso_leaf_and_crispy_nori.jpg
192,"Maki Futomaki with kanpyo, tamago, and pickled vegetables, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Takashi_Saito-Sushi_Zenkai-Maki-Futomaki_with_kanpyo,_tamago,_and_pickled_vegetables.jpg"
193,"Dessert Yuzu sorbet with fresh seasonal fruit and matcha dust, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Takashi_Saito-Sushi_Zenkai-Dessert-Yuzu_sorbet_with_fresh_seasonal_fruit_and_matcha_dust.jpg
194,"Amuse-Bouche Mini raclette toast with cornichon and pearl onion, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Lukas_Baumgartner-Alpine_Heights-Amuse-Bouche-Mini_raclette_toast_with_cornichon_and_pearl_onion.jpg
195,"Appetizer Swiss chard and gruyère tart with a walnut crust, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Lukas_Baumgartner-Alpine_Heights-Appetizer-Swiss_chard_and_gruyère_tart_with_a_walnut_crust.jpg
196,"Soup Creamy leek and potato soup with crispy rösti croutons, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Lukas_Baumgartner-Alpine_Heights-Soup-Creamy_leek_and_potato_soup_with_crispy_rösti_croutons.jpg
197,"Fish Arctic char with brown butter, capers, and roasted root vegetables, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Lukas_Baumgartner-Alpine_Heights-Fish-Arctic_char_with_brown_butter,_capers,_and_roasted_root_vegetables.jpg"
198,"Meat Slow-braised venison in red wine sauce with spätzle and braised red cabbage, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Lukas_Baumgartner-Alpine_Heights-Meat-Slow-braised_venison_in_red_wine_sauce_with_spätzle_and_braised_red_cabbage.jpg
199,"Cheese Selection of Swiss cheeses with fruit compote and artisanal bread, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Lukas_Baumgartner-Alpine_Heights-Cheese-Selection_of_Swiss_cheeses_with_fruit_compote_and_artisanal_bread.jpg
200,"Dessert Dark chocolate fondue with fresh fruits and homemade marshmallows, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Lukas_Baumgartner-Alpine_Heights-Dessert-Dark_chocolate_fondue_with_fresh_fruits_and_homemade_marshmallows.jpg
201,"Amuse-Bouche Spherified root beer float with molecularly-stabilized whipped cream, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Zilgax-5-Galactic_Delights-Amuse-Bouche-Spherified_root_beer_float_with_molecularly-stabilized_whipped_cream.jpg
202,"Appetizer Microgravity-grown salad with asteroidal vinaigrette and solar-dried tomatoes, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Zilgax-5-Galactic_Delights-Appetizer-Microgravity-grown_salad_with_asteroidal_vinaigrette_and_solar-dried_tomatoes.jpg
203,"Soup Cream of Martian potato soup with levitating croutons, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Zilgax-5-Galactic_Delights-Soup-Cream_of_Martian_potato_soup_with_levitating_croutons.jpg
204,"Fish Pan-seared Venusian mackerel with lunar seaweed and comet dust, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Zilgax-5-Galactic_Delights-Fish-Pan-seared_Venusian_mackerel_with_lunar_seaweed_and_comet_dust.jpg
205,"Meat Roasted Plutonian quail with Andromeda asparagus and wormhole truffle sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Zilgax-5-Galactic_Delights-Meat-Roasted_Plutonian_quail_with_Andromeda_asparagus_and_wormhole_truffle_sauce.jpg
206,"Cheese Selection of artisanal cheeses from the Milky Way with stardust crackers, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Zilgax-5-Galactic_Delights-Cheese-Selection_of_artisanal_cheeses_from_the_Milky_Way_with_stardust_crackers.jpg
207,"Dessert Dark matter chocolate mousse with freeze-dried raspberry coulis and supernova sugar, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Zilgax-5-Galactic_Delights-Dessert-Dark_matter_chocolate_mousse_with_freeze-dried_raspberry_coulis_and_supernova_sugar.jpg
